,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
91,104,Alfuzosinum,Alfabax, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt. (3 blist.po 10 szt.),5909990746576,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",1905,2533,2533,Przerost gruczołu krokowego,ryczałt,427
92,105,Alfuzosinum,Alfurion, tabl. o przedł. uwalnianiu, 10 mg,30 szt.,5909991291945,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",1418,2046,2046,Przerost gruczołu krokowego,ryczałt,427
93,106,Alfuzosinum,Alfuzostad 10 mg, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt. (3 blist.po 10 szt.),5909990619580,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",2070,2698,2698,Przerost gruczołu krokowego,ryczałt,427
94,107,Alfuzosinum,Alugen 10 mg, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt.,5909990037933,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",2036,2664,2664,Przerost gruczołu krokowego,ryczałt,427
95,108,Alfuzosinum,Dalfaz SR 5, tabl. powl. o przedłużonym uwalnianiu, 5 mg,20 szt.,5909990812714,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",963,1265,991,Przerost gruczołu krokowego,ryczałt,594
96,109,Alfuzosinum,Dalfaz Uno, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt.,5909990837816,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne",3039,3667,2972,Przerost gruczołu krokowego,ryczałt,1122
97,110,Allopurinolum,Allupol, tabl., 100 mg,50 szt. (2 blist.po 25 szt.),5909990109418,"145.0, Leki stosowane w leczeniu dny",601,835,835,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
98,111,Allopurinolum,Allupol, tabletki, 300 mg,30 tabl.,5909991316228,"145.0, Leki stosowane w leczeniu dny",1111,1483,1483,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
99,112,Allopurinolum,Argadopin, tabl., 100 mg,100 szt.,5907626706529,"145.0, Leki stosowane w leczeniu dny",1157,1554,1554,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
100,113,Allopurinolum,Argadopin, tabl., 100 mg,50 szt.,5907626706505,"145.0, Leki stosowane w leczeniu dny",579,814,814,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
101,114,Allopurinolum,Argadopin, tabl., 300 mg,100 szt.,5907626706628,"145.0, Leki stosowane w leczeniu dny",3470,4275,4275,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,800
102,115,Allopurinolum,Argadopin, tabl., 300 mg,30 szt,5907626706604,"145.0, Leki stosowane w leczeniu dny",1041,1413,1413,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
103,116,Allopurinolum,Milurit, tabl., 100 mg,50 szt. (1 opak.po 50 szt.),5909990163212,"145.0, Leki stosowane w leczeniu dny",617,852,852,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
104,117,Allopurinolum,Milurit, tabl., 300 mg,30 szt. (1 opak.po 30 szt.),5909990414819,"145.0, Leki stosowane w leczeniu dny",1122,1494,1494,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
105,118,Amantadinum,Viregyt-K, kaps., 100 mg,50 szt.,5909990320912,"169.0, Leki stosowane w chorobie Parkinsona - amantadyna",1565,2028,2028,Choroba i zespół Parkinsona,30%,608
106,119,Ambenonium,Mytelase, tabl., 10 mg,50 szt,5909990030927,"189.0, Leki parasympatykomimetyczne - ambemonium",1582,2048,2048,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,614
107,120,Amiloridum + Hydrochlorothiazidum,Tialorid, tabl., 5+50 mg,50 tabl.,5909990206025,"36.0, Leki moczopędne - tiazydowe i sulfonamidowe",587,859,859,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,258
108,122,Amiodaronum,Opacorden, tabl. powl., 200 mg,60 szt.,5909990086818,"31.0, Leki przeciwarytmiczne klasy III - amiodaron",1851,2371,2371,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,640
109,123,Amisulpridum,Amipryd, tabl., 100 mg,30 szt.,5909991412876,"178.11, Leki przeciwpsychotyczne - amisulpiryd",2450,3074,2823,Schizofrenia,ryczałt,571
110,124,Amisulpridum,Amipryd, tabl., 200 mg,30 szt.,5909991412883,"178.11, Leki przeciwpsychotyczne - amisulpiryd",4899,5846,5647,Schizofrenia,ryczałt,519
111,125,Amisulpridum,Amipryd, tabl., 400 mg,30 szt.,5909991412906,"178.11, Leki przeciwpsychotyczne - amisulpiryd",9798,11145,11145,Schizofrenia,ryczałt,320
112,126,Amisulpridum,Amisan, tabl., 200 mg,30 szt. (3 blist.po 10 szt.),5909990762965,"178.11, Leki przeciwpsychotyczne - amisulpiryd",4638,5585,5585,Schizofrenia,ryczałt,320
113,127,Amisulpridum,Amisan , tabl., 200 mg,60 szt. (6 blist.po 10 szt.),5909990762972,"178.11, Leki przeciwpsychotyczne - amisulpiryd",9946,11293,11293,Schizofrenia,ryczałt,320
114,128,Amisulpridum,Amisan, tabl., 400 mg,30 szt. (3 blist.po 10 szt.),5909990762996,"178.11, Leki przeciwpsychotyczne - amisulpiryd",9946,11293,11293,Schizofrenia,ryczałt,320
115,129,Amisulpridum,Amisan, tabl., 400 mg,60 szt. (6 blist.po 10 szt.),5909990763009,"178.11, Leki przeciwpsychotyczne - amisulpiryd",20174,21921,21921,Schizofrenia,ryczałt,640
116,130,Amisulpridum,Amisan , tabl., 50 mg,60 szt. (5 blist.po 12),5909990762880,"178.11, Leki przeciwpsychotyczne - amisulpiryd",2495,3118,2823,Schizofrenia,ryczałt,615
117,131,Amisulpridum,ApoSuprid, tabl., 200 mg,30 szt.,5909991348557,"178.11, Leki przeciwpsychotyczne - amisulpiryd",4910,5857,5647,Schizofrenia,ryczałt,530
118,132,Amisulpridum,ApoSuprid, tabl. powl., 400 mg,30 szt.,5909991348649,"178.11, Leki przeciwpsychotyczne - amisulpiryd",9821,11169,11169,Schizofrenia,ryczałt,320
119,133,Amisulpridum,Solian, tabl., 100 mg,30 szt.,5909990840816,"178.11, Leki przeciwpsychotyczne - amisulpiryd",2495,3118,2823,Schizofrenia,ryczałt,615
120,134,Amisulpridum,Solian, tabl., 200 mg,30 szt.,5909990840915,"178.11, Leki przeciwpsychotyczne - amisulpiryd",4990,5937,5647,Schizofrenia,ryczałt,610
121,135,Amisulpridum,Solian, tabl. powl., 400 mg,30 szt.,5909990841011,"178.11, Leki przeciwpsychotyczne - amisulpiryd",9979,11326,11293,Schizofrenia,ryczałt,353
122,136,Amisulpridum,Symamis, tabl., 200 mg,30 szt.,5909991410773,"178.11, Leki przeciwpsychotyczne - amisulpiryd",4905,5852,5647,Schizofrenia,ryczałt,525
123,137,Amisulpridum,Symamis, tabl., 400 mg,30 szt.,5909991410803,"178.11, Leki przeciwpsychotyczne - amisulpiryd",9809,11156,11156,Schizofrenia,ryczałt,320
124,138,Amitriptilinum,Amitriptylinum VP, tabl. powl., 10 mg,60 szt. (2 blist.po 30 szt.),5909991049010,"183.0, Leki przeciwdepresyjne - trójpierścieniowe",624,662,123,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,576
125,139,Amitriptilinum,Amitriptylinum VP, tabl. powl., 10 mg,60 szt. (2 blist.po 30 szt.),5909991049010,"183.0, Leki przeciwdepresyjne - trójpierścieniowe",624,662,123,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,539
126,140,Amitriptilinum,Amitriptylinum VP, tabl. powl., 25 mg,60 szt. (2 blist.po 30 szt.),5909991048914,"183.0, Leki przeciwdepresyjne - trójpierścieniowe",1021,1117,309,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,901
127,141,Amitriptilinum,Amitriptylinum VP, tabl. powl., 25 mg,60 szt. (2 blist.po 30 szt.),5909991048914,"183.0, Leki przeciwdepresyjne - trójpierścieniowe",1021,1117,309,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,808
128,142,Amlodipini besilas,Amlodipine Aurovitas, tabl., 10 mg,30 szt.,5909991322885,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",624,989,989,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,297
129,143,Amlodipini besilas,Amlodipine Aurovitas, tabl., 5 mg,30 tabl.,5909991322816,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",317,529,529,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,159
130,144,Amlodipinum,Adipine, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909990642267,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",905,1270,1270,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,381
131,145,Amlodipinum,Adipine, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909990642311,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",538,749,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,225
132,146,Amlodipinum,Agen 10, tabl., 10 mg,30 szt.,5909991230845,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",765,1130,1130,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,339
133,147,Amlodipinum,Agen 10, tabl., 10 mg,30 szt.,5909991226909,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",835,1200,1200,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,360
134,148,Amlodipinum,Agen 10, tabl., 10 mg,30 szt. (3 blist.po 10 szt. lub 2 blist.po 15 szt.),5909991099022,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1143,1508,1498,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,459
135,149,Amlodipinum,Agen 10, tabletki, 10 mg,30 tabl.,5909991302184,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",834,1199,1199,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,360
136,150,Amlodipinum,Agen 10, tabl., 10 mg,60 szt.,5909991226916,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1670,2243,2243,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,673
137,151,Amlodipinum,Agen 10, tabl., 10 mg,60 szt. (6 blist.po 10 szt. lub 4 blist.po 15 szt.),5909991067540,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1791,2364,2364,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,709
138,152,Amlodipinum,Agen 5, tabl., 5 mg,30 szt.,5909991231811,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",402,613,613,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,184
139,153,Amlodipinum,Agen 5, tabl., 5 mg,30 szt. (3 blist.po 10 szt. lub 2 blist.po 15 szt.),5909991098926,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",578,789,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,265
140,154,Amlodipinum,Agen 5, tabletki, 5 mg,30 tabl.,5909991295226,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",450,661,661,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,198
141,155,Amlodipinum,Agen 5, tabl., 5 mg,60 szt.,5909991295233,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",896,1261,1261,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,378
142,156,Amlodipinum,Agen 5, tabl., 5 mg,60 szt. (6 blist.po 10 szt. lub 4 blist.po 15 szt.),5909991067533,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",896,1261,1261,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,378
143,157,Amlodipinum,Aldan, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909991008734,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1122,1487,1487,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,446
144,158,Amlodipinum,Aldan, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909991008635,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",579,790,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,266
145,159,Amlodipinum,Alneta, tabl., 10 mg,30 szt.,5909991068073,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1122,1487,1487,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,446
146,160,Amlodipinum,Alneta, tabl., 10 mg,60 tabl.,5909991068097,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",2098,2671,2671,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,801
147,161,Amlodipinum,Alneta, tabl., 5 mg,30 szt.,5909991067977,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",562,773,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,249
148,162,Amlodipinum,Alneta, tabl., 5 mg,60 tabl.,5909991067991,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1049,1414,1414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,424
149,163,Amlodipinum,Amlodipine Aurobindo, tabl., 10 mg,30 szt.,5909990955008,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",615,980,980,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,294
150,164,Amlodipinum,Amlodipine Aurobindo, tabl., 5 mg,30 szt.,5909990954254,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",315,526,526,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,158
151,165,Amlodipinum,Amlodipine Bluefish, tabl., 10 mg,30 szt.,5909990800551,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",633,998,998,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,299
152,166,Amlodipinum,Amlodipine Bluefish, tabl., 5 mg,30 szt.,5909990800469,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",316,527,527,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,158
153,167,Amlodipinum,Amlodipine Orion, tabl., 10 mg,30 szt.,5909991392079,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",675,1040,1040,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,312
154,168,Amlodipinum,Amlodipine Orion, tabl., 5 mg,30 szt.,5909991392062,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",340,551,551,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,165
155,169,Amlodipinum,Amlomyl, tabl., 10 mg,30 szt.,5909990842698,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",726,1091,1091,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,327
156,170,Amlodipinum,Amlomyl, tabletki, 10 mg,30 tabl.,5909991362195,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",686,1051,1051,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,315
157,171,Amlodipinum,Amlomyl, tabl., 5 mg,30 szt.,5909990842476,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",408,619,619,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,186
158,172,Amlodipinum,Amlonor, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909990642625,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1089,1454,1454,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,436
159,173,Amlodipinum,Amlonor, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909990642618,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",544,755,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,231
160,174,Amlodipinum,Amlopin 10 mg, tabl., 10 mg,28 szt.,5909991312343,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",647,998,998,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,299
161,175,Amlodipinum,Amlopin 10 mg, tabletki, 10 mg,28 tabl.,5909991371784,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",567,918,918,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,275
162,176,Amlodipinum,Amlopin 10 mg, tabletki, 10 mg,28 tabl.,5909991361020,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",679,1030,1030,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,309
163,177,Amlodipinum,Amlopin 10 mg, tabl., 10 mg,30 szt.,5909997213699,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",851,1216,1216,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,365
164,178,Amlodipinum,Amlopin 10 mg, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909990048977,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1304,1669,1498,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,620
165,179,Amlodipinum,Amlopin 5 mg, tabl., 5 mg,28 szt.,5909991312244,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",414,615,615,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,185
166,180,Amlodipinum,Amlopin 5 mg, tabletki, 5 mg,28 tabl.,5909991371708,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",397,598,598,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,179
167,181,Amlodipinum,Amlopin 5 mg, tabletki, 5 mg,28 tabl.,5909991361013,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",435,636,636,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,191
168,182,Amlodipinum,Amlopin 5 mg, tabl., 5 mg,30 szt.,5909991200732,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",441,652,652,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,196
169,183,Amlodipinum,Amlopin 5 mg, tabl., 5 mg,30 szt.,5909997213675,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",442,653,653,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,196
170,184,Amlodipinum,Amlopin 5 mg, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909990048939,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",652,863,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,339
171,185,Amlodipinum,Amlozek, tabl., 10 mg,30 szt.,5909990799817,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1559,1925,1498,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,876
172,186,Amlodipinum,Amlozek, tabl., 5 mg,30 szt.,5909990799718,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1114,1324,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,800
173,187,Amlodipinum,Apo-Amlo 10, tabl., 10 mg,30 szt.,5909991236687,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",851,1216,1216,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,365
174,188,Amlodipinum,Apo-Amlo 10, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909990565993,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1132,1497,1497,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,449
175,189,Amlodipinum,Apo-Amlo 5, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909990565986,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",566,777,749,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,253
176,190,Amlodipinum,Cardilopin, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909990907519,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1021,1386,1386,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,416
177,191,Amlodipinum,Cardilopin, tabl., 2.5 mg,30 szt. (3 blist.po 10 szt.),5909990907311,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",431,539,375,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,277
178,192,Amlodipinum,Cardilopin, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909990907410,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",510,721,721,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,216
179,193,Amlodipinum,Finamlox, tabl., 10 mg,30 szt.,5909990794461,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",1061,1426,1426,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,428
180,194,Amlodipinum,Finamlox, tabl., 5 mg,30 tabl.,5909990794430,"41.0, Antagoniści wapnia - pochodne dihydropirydyny",494,705,705,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,212
