,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
85,86,Agomelatinum,Agomelatine +pharma, tabl. powl., 25 mg,30 szt.,5901720140494,"225.1, Leki przeciwdepresyjne - agomelatyna","55,57","65,63","65,63","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"19,69"
86,87,Agomelatinum,Agomelatine +pharma, tabl. powl., 25 mg,90 szt.,5901720140418,"225.1, Leki przeciwdepresyjne - agomelatyna","165,56","182,23","182,23","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"54,67"
87,88,Agomelatinum,Agomelatine Adamed, tabl. powl., 25 mg,28 szt.,5909991387266,"225.1, Leki przeciwdepresyjne - agomelatyna","55,57","65,26","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"22,39"
88,89,Agomelatinum,Agomelatine G.L. Pharma, tabl. powl., 25 mg,28 szt.,9008732009293,"225.1, Leki przeciwdepresyjne - agomelatyna","51,03","60,72","60,72","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"18,22"
89,90,Agomelatinum,Agomelatine NeuroPharma, tabl. powl., 25 mg,28 szt.,5909991395018,"225.1, Leki przeciwdepresyjne - agomelatyna","54,43","64,12","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"21,25"
90,91,Agomelatinum,Agomelatyna Egis, tabl. powl., 25 mg,28 szt.,5995327174952,"225.1, Leki przeciwdepresyjne - agomelatyna","53,87","63,56","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"20,69"
91,92,Agomelatinum,Lamegom, tabl. powl., 25 mg,28 tabl.,3838989699352,"225.1, Leki przeciwdepresyjne - agomelatyna","55,57","65,26","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"22,39"
92,93,Agomelatinum,Sedival, tabl. powl., 25 mg,28 szt.,5909991419172,"225.1, Leki przeciwdepresyjne - agomelatyna","52,16","61,85","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"18,98"
93,94,Agomelatinum,Symago, tabl. powl., 25 mg,28 szt.,5909991391423,"225.1, Leki przeciwdepresyjne - agomelatyna","53,30","62,99","61,25","Leczenie dużych epizodów depresyjnych u dorosłych z widocznymi w obrazie klinicznym objawami zaburzeń snu lub lęku, lub anhedonii",30%,"20,12"
94,95,Alergeny kurzu domowego,Novo-Helisen Depot, zawiesina do wstrzykiwań, stężenie: 1 - 50 TU/ml lub 50 PNU/ml; 2 - 500 TU/ml lub 500 PNU/ml; 3 - 5000 TU/ml lub 5000 PNU/ml,"3 fiol.po 4,5 ml (stężenia 1-3)",5909990001118,"214.1, Alergeny kurzu domowego","375,26","403,81","403,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"19,41"
95,96,Alergeny pyłków roślin,Allergovit, zawiesina do wstrzykiwań, stężenie B - 10000 TU/ml,1 fiol.po 3 ml (stężenie B) + 10 strz. + 10 igieł,5909990001323,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","299,25","317,38","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"77,24"
96,97,Alergeny pyłków roślin,Allergovit, zawiesina do wstrzykiwań, stężenie: A - 1000 TU/ml; B- 10000 TU/ml,2 fiol.po 3 ml (stężenie A i B) + 10 strz. + 10 igieł,5909990001316,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","304,06","322,19","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"82,05"
97,98,Alergeny pyłków roślin,Purethal, zawiesina do wstrzykiwań, 20000 AUM/ml,1 fiol.po 3 ml + 8 strz. z igłą,5909990975310,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","225,21","243,34","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
98,99,Alergeny pyłków roślin,Purethal, zawiesina do wstrzykiwań, 20000 AUM/ml,1 fiol.po 3 ml + 8 strz. z igłą,5909990975419,"214.4, Alergeny pyłków roślin - produkty do leczenia podtrzymującego","225,21","243,34","243,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
99,100,Alfacalcidolum,Alfadiol, kaps. miękkie, 0.25 µg,100 szt. (2 blist.po 50 szt.),5909990296828,"18.1, Witamina D i jej analogi - alfakalcydol","8,96","10,44","4,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"8,84"
100,101,Alfacalcidolum,Alfadiol, kaps. miękkie, 1 µg,100 szt. (2 blist.po 50 szt.),5909990296927,"18.1, Witamina D i jej analogi - alfakalcydol","14,74","19,19","19,19",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"10,67"
101,102,Alfuzosini hydrochloridum,Dalfaz Uno, tabl. o przedł. uwalnianiu, 10 mg,30 szt.,5909991288457,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","13,49","19,77","19,77",Przerost gruczołu krokowego,ryczałt,"4,27"
102,103,Alfuzosini hydrochloridum,Dalfaz Uno, tabl. o przedł. uwalnianiu, 10 mg,30 szt.,5909991392055,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","13,56","19,84","19,84",Przerost gruczołu krokowego,ryczałt,"4,27"
103,104,Alfuzosinum,Alfabax, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt. (3 blist.po 10 szt.),5909990746576,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","19,05","25,33","25,33",Przerost gruczołu krokowego,ryczałt,"4,27"
104,105,Alfuzosinum,Alfurion, tabl. o przedł. uwalnianiu, 10 mg,30 szt.,5909991291945,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","14,18","20,46","20,46",Przerost gruczołu krokowego,ryczałt,"4,27"
105,106,Alfuzosinum,Alfuzostad 10 mg, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt. (3 blist.po 10 szt.),5909990619580,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","20,70","26,98","26,98",Przerost gruczołu krokowego,ryczałt,"4,27"
106,107,Alfuzosinum,Alugen 10 mg, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt.,5909990037933,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","20,36","26,64","26,64",Przerost gruczołu krokowego,ryczałt,"4,27"
107,108,Alfuzosinum,Dalfaz SR 5, tabl. powl. o przedłużonym uwalnianiu, 5 mg,20 szt.,5909990812714,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","9,63","12,65","9,91",Przerost gruczołu krokowego,ryczałt,"5,94"
108,109,Alfuzosinum,Dalfaz Uno, tabl. o przedłużonym uwalnianiu, 10 mg,30 szt.,5909990837816,"76.0, Leki stosowane w leczeniu łagodnego przerostu gruczołu krokowego - blokujące receptory alfa-adrenergiczne","30,39","36,67","29,72",Przerost gruczołu krokowego,ryczałt,"11,22"
109,110,Allopurinolum,Allupol, tabl., 100 mg,50 szt. (2 blist.po 25 szt.),5909990109418,"145.0, Leki stosowane w leczeniu dny","6,01","8,35","8,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
110,111,Allopurinolum,Allupol, tabletki, 300 mg,30 tabl.,5909991316228,"145.0, Leki stosowane w leczeniu dny","11,11","14,83","14,83",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
111,112,Allopurinolum,Argadopin, tabl., 100 mg,100 szt.,5907626706529,"145.0, Leki stosowane w leczeniu dny","11,57","15,54","15,54",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
112,113,Allopurinolum,Argadopin, tabl., 100 mg,50 szt.,5907626706505,"145.0, Leki stosowane w leczeniu dny","5,79","8,14","8,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
113,114,Allopurinolum,Argadopin, tabl., 300 mg,100 szt.,5907626706628,"145.0, Leki stosowane w leczeniu dny","34,70","42,75","42,75",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"8,00"
114,115,Allopurinolum,Argadopin, tabl., 300 mg,30 szt,5907626706604,"145.0, Leki stosowane w leczeniu dny","10,41","14,13","14,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
115,116,Allopurinolum,Milurit, tabl., 100 mg,50 szt. (1 opak.po 50 szt.),5909990163212,"145.0, Leki stosowane w leczeniu dny","6,17","8,52","8,52",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
116,117,Allopurinolum,Milurit, tabl., 300 mg,30 szt. (1 opak.po 30 szt.),5909990414819,"145.0, Leki stosowane w leczeniu dny","11,22","14,94","14,94",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
117,118,Amantadinum,Viregyt-K, kaps., 100 mg,50 szt.,5909990320912,"169.0, Leki stosowane w chorobie Parkinsona - amantadyna","15,65","20,28","20,28",Choroba i zespół Parkinsona,30%,"6,08"
118,119,Ambenonium,Mytelase, tabl., 10 mg,50 szt,5909990030927,"189.0, Leki parasympatykomimetyczne - ambemonium","15,82","20,48","20,48",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,14"
119,120,Amiloridum + Hydrochlorothiazidum,Tialorid, tabl., 5+50 mg,50 tabl.,5909990206025,"36.0, Leki moczopędne - tiazydowe i sulfonamidowe","5,87","8,59","8,59",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,58"
120,121,Amiloridum + Hydrochlorothiazidum,Tialorid mite, tabl.," 2,5+25 mg",50 tabl.,5909990373819,"36.0, Leki moczopędne - tiazydowe i sulfonamidowe","5,45","6,92","5,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,33"
121,122,Amiodaronum,Opacorden, tabl. powl., 200 mg,60 szt.,5909990086818,"31.0, Leki przeciwarytmiczne klasy III - amiodaron","18,51","23,71","23,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"6,40"
122,123,Amisulpridum,Amipryd, tabl., 100 mg,30 szt.,5909991412876,"178.11, Leki przeciwpsychotyczne - amisulpiryd","24,50","30,74","28,23",Schizofrenia,ryczałt,"5,71"
123,124,Amisulpridum,Amipryd, tabl., 200 mg,30 szt.,5909991412883,"178.11, Leki przeciwpsychotyczne - amisulpiryd","48,99","58,46","56,47",Schizofrenia,ryczałt,"5,19"
124,125,Amisulpridum,Amipryd, tabl., 400 mg,30 szt.,5909991412906,"178.11, Leki przeciwpsychotyczne - amisulpiryd","97,98","111,45","111,45",Schizofrenia,ryczałt,"3,20"
125,126,Amisulpridum,Amisan, tabl., 200 mg,30 szt. (3 blist.po 10 szt.),5909990762965,"178.11, Leki przeciwpsychotyczne - amisulpiryd","46,38","55,85","55,85",Schizofrenia,ryczałt,"3,20"
126,127,Amisulpridum,Amisan , tabl., 200 mg,60 szt. (6 blist.po 10 szt.),5909990762972,"178.11, Leki przeciwpsychotyczne - amisulpiryd","99,46","112,93","112,93",Schizofrenia,ryczałt,"3,20"
127,128,Amisulpridum,Amisan, tabl., 400 mg,30 szt. (3 blist.po 10 szt.),5909990762996,"178.11, Leki przeciwpsychotyczne - amisulpiryd","99,46","112,93","112,93",Schizofrenia,ryczałt,"3,20"
128,129,Amisulpridum,Amisan, tabl., 400 mg,60 szt. (6 blist.po 10 szt.),5909990763009,"178.11, Leki przeciwpsychotyczne - amisulpiryd","201,74","219,21","219,21",Schizofrenia,ryczałt,"6,40"
129,130,Amisulpridum,Amisan , tabl., 50 mg,60 szt. (5 blist.po 12),5909990762880,"178.11, Leki przeciwpsychotyczne - amisulpiryd","24,95","31,18","28,23",Schizofrenia,ryczałt,"6,15"
130,131,Amisulpridum,ApoSuprid, tabl., 200 mg,30 szt.,5909991348557,"178.11, Leki przeciwpsychotyczne - amisulpiryd","49,10","58,57","56,47",Schizofrenia,ryczałt,"5,30"
131,132,Amisulpridum,ApoSuprid, tabl. powl., 400 mg,30 szt.,5909991348649,"178.11, Leki przeciwpsychotyczne - amisulpiryd","98,21","111,69","111,69",Schizofrenia,ryczałt,"3,20"
132,133,Amisulpridum,Solian, tabl., 100 mg,30 szt.,5909990840816,"178.11, Leki przeciwpsychotyczne - amisulpiryd","24,95","31,18","28,23",Schizofrenia,ryczałt,"6,15"
133,134,Amisulpridum,Solian, tabl., 200 mg,30 szt.,5909990840915,"178.11, Leki przeciwpsychotyczne - amisulpiryd","49,90","59,37","56,47",Schizofrenia,ryczałt,"6,10"
134,135,Amisulpridum,Solian, tabl. powl., 400 mg,30 szt.,5909990841011,"178.11, Leki przeciwpsychotyczne - amisulpiryd","99,79","113,26","112,93",Schizofrenia,ryczałt,"3,53"
135,136,Amisulpridum,Symamis, tabl., 200 mg,30 szt.,5909991410773,"178.11, Leki przeciwpsychotyczne - amisulpiryd","49,05","58,52","56,47",Schizofrenia,ryczałt,"5,25"
136,137,Amisulpridum,Symamis, tabl., 400 mg,30 szt.,5909991410803,"178.11, Leki przeciwpsychotyczne - amisulpiryd","98,09","111,56","111,56",Schizofrenia,ryczałt,"3,20"
137,138,Amitriptilinum,Amitriptylinum VP, tabl. powl., 10 mg,60 szt. (2 blist.po 30 szt.),5909991049010,"183.0, Leki przeciwdepresyjne - trójpierścieniowe","6,24","6,62","1,23",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"5,76"
138,139,Amitriptilinum,Amitriptylinum VP, tabl. powl., 10 mg,60 szt. (2 blist.po 30 szt.),5909991049010,"183.0, Leki przeciwdepresyjne - trójpierścieniowe","6,24","6,62","1,23",Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,"5,39"
139,140,Amitriptilinum,Amitriptylinum VP, tabl. powl., 25 mg,60 szt. (2 blist.po 30 szt.),5909991048914,"183.0, Leki przeciwdepresyjne - trójpierścieniowe","10,21","11,17","3,09",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"9,01"
140,141,Amitriptilinum,Amitriptylinum VP, tabl. powl., 25 mg,60 szt. (2 blist.po 30 szt.),5909991048914,"183.0, Leki przeciwdepresyjne - trójpierścieniowe","10,21","11,17","3,09",Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,"8,08"
141,142,Amlodipini besilas,Amlodipine Aurovitas, tabl., 10 mg,30 szt.,5909991322885,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","6,24","9,89","9,89",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,97"
142,143,Amlodipini besilas,Amlodipine Aurovitas, tabl., 5 mg,30 tabl.,5909991322816,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","3,17","5,29","5,29",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"1,59"
143,144,Amlodipinum,Adipine, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909990642267,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","9,05","12,70","12,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,81"
144,145,Amlodipinum,Adipine, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909990642311,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,38","7,49","7,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,25"
145,146,Amlodipinum,Agen 10, tabl., 10 mg,30 szt.,5909991230845,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","7,65","11,30","11,30",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,39"
146,147,Amlodipinum,Agen 10, tabl., 10 mg,30 szt.,5909991226909,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","8,35","12,00","12,00",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,60"
147,148,Amlodipinum,Agen 10, tabl., 10 mg,30 szt. (3 blist.po 10 szt. lub 2 blist.po 15 szt.),5909991099022,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","11,43","15,08","14,98",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,59"
148,149,Amlodipinum,Agen 10, tabletki, 10 mg,30 tabl.,5909991302184,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","8,34","11,99","11,99",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,60"
149,150,Amlodipinum,Agen 10, tabl., 10 mg,60 szt.,5909991226916,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","16,70","22,43","22,43",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,73"
150,151,Amlodipinum,Agen 10, tabl., 10 mg,60 szt. (6 blist.po 10 szt. lub 4 blist.po 15 szt.),5909991067540,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","17,91","23,64","23,64",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"7,09"
151,152,Amlodipinum,Agen 5, tabl., 5 mg,30 szt.,5909991231811,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","4,02","6,13","6,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"1,84"
152,153,Amlodipinum,Agen 5, tabl., 5 mg,30 szt. (3 blist.po 10 szt. lub 2 blist.po 15 szt.),5909991098926,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,78","7,89","7,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,65"
153,154,Amlodipinum,Agen 5, tabletki, 5 mg,30 tabl.,5909991295226,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","4,50","6,61","6,61",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"1,98"
154,155,Amlodipinum,Agen 5, tabl., 5 mg,60 szt.,5909991295233,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","8,96","12,61","12,61",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,78"
155,156,Amlodipinum,Agen 5, tabl., 5 mg,60 szt. (6 blist.po 10 szt. lub 4 blist.po 15 szt.),5909991067533,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","8,96","12,61","12,61",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,78"
156,157,Amlodipinum,Aldan, tabl., 10 mg,30 szt. (3 blist.po 10 szt.),5909991008734,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","11,22","14,87","14,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,46"
157,158,Amlodipinum,Aldan, tabl., 5 mg,30 szt. (3 blist.po 10 szt.),5909991008635,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,79","7,90","7,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,66"
158,159,Amlodipinum,Alneta, tabl., 10 mg,30 szt.,5909991068073,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","11,22","14,87","14,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,46"
159,160,Amlodipinum,Alneta, tabl., 10 mg,60 tabl.,5909991068097,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","20,98","26,71","26,71",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"8,01"
160,161,Amlodipinum,Alneta, tabl., 5 mg,30 szt.,5909991067977,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","5,62","7,73","7,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,49"
161,162,Amlodipinum,Alneta, tabl., 5 mg,60 tabl.,5909991067991,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","10,49","14,14","14,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,24"
162,163,Amlodipinum,Amlodipine Aurobindo, tabl., 10 mg,30 szt.,5909990955008,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","6,15","9,80","9,80",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,94"
163,164,Amlodipinum,Amlodipine Aurobindo, tabl., 5 mg,30 szt.,5909990954254,"41.0, Antagoniści wapnia - pochodne dihydropirydyny","3,15","5,26","5,26",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"1,58"
